Year,County,Total:,"    Bottled, tank, or LP gas",    Coal or coke,    Electricity,"    Fuel oil, kerosene, etc.",    No fuel used,    Other fuel,    Solar energy,    Utility gas,    Wood,Latitude,Longitude
2022,New Jersey,"3,516,978","89,511",927,"568,299","231,690","31,098","17,145","7,925","2,560,329","10,054",39.833851,-74.871826
2022,Ocean County,"241,983","3,872",50,"36,948","8,322",750,988,824,"189,199","1,030",39.965,-74.196
2022,Passaic County,"179,292","3,940",225,"20,413","7,739","1,444",242,331,"144,443",515,41.032,-74.304
2022,Salem County,"25,221","1,287",0,"4,264","8,811",70,379,219,"10,082",109,39.587,-75.363
2022,Somerset County,"130,178","2,360",29,"17,199","4,888",495,296,104,"104,713",94,40.566,-74.624
2022,Sussex County,"58,885","6,811",148,"7,543","29,520",144,346,220,"12,705","1,448",41.128,-74.663
2022,Union County,"202,575","4,565",175,"22,988","8,020","1,458",514,152,"164,511",192,40.659,-74.31
2022,Warren County,"45,507","2,355",76,"6,372","13,102",194,465,0,"21,761","1,182",40.847,-75
2023,Atlantic County,"111,158","2,944",0,"20,663","5,819","1,146","1,151",875,"76,852","1,708",39.533,-74.646
2023,Bergen County,"356,438","9,995",60,"55,350","12,297","1,193","2,034",788,"274,633",88,40.959,-74.074
2023,Burlington County,"179,477","4,167",0,"36,479","10,572",455,"1,146",760,"125,350",548,39.855,-74.686
2023,Camden County,"201,670","2,915",0,"36,815","9,059","1,417","1,165",723,"149,523",53,39.809,-74.963
2023,Cape May County,"47,516","1,460",0,"11,703","1,814",143,195,194,"31,904",103,39.105,-74.827
2023,Cumberland County,"54,482","1,837",0,"6,866","9,089",466,"1,133",194,"34,031",866,39.371,-75.056
2023,Essex County,"322,456","11,096",172,"70,180","11,065","4,646","2,959",113,"222,150",75,40.794,-74.264
2023,Gloucester County,"113,391","2,726",0,"13,076","8,662",161,237,654,"87,104",771,39.71,-75.107
2023,Hudson County,"305,743","9,931",0,"90,284","8,549","6,283","2,215",488,"187,937",56,40.735,-74.045
2023,Hunterdon County,"51,186","4,738",0,"5,813","14,564",218,339,31,"24,538",945,40.566,-74.974
2023,Mercer County,"146,258","2,372",0,"32,757","9,660",981,568,162,"99,717",41,40.28,-74.722
2023,Middlesex County,"311,100","5,510",248,"49,390","8,242","2,502","1,067",996,"243,007",138,40.436,-74.407
2023,Monmouth County,"252,995","3,621",0,"32,741","7,840",608,937,567,"206,179",502,40.312,-74.12
2023,Morris County,"193,192","6,518",0,"22,623","25,632",937,"1,200",64,"135,675",543,40.86,-74.545
2023,New Jersey,"3,538,457","95,605","1,219","606,537","215,314","26,297","20,755","9,388","2,552,593","10,749",39.833851,-74.871826
2023,Ocean County,"245,827","3,672",183,"38,305","8,891","1,288","1,361",979,"190,569",579,39.965,-74.196
2023,Passaic County,"178,277","5,145",130,"20,851","7,459","1,250",486,308,"142,347",301,41.032,-74.304
2023,Salem County,"25,207","1,081",89,"3,873","6,555",14,97,205,"12,462",831,39.587,-75.363
2023,Somerset County,"132,047","2,722",14,"21,082","5,796",439,458,291,"101,137",108,40.566,-74.624
2023,Sussex County,"58,679","6,595",109,"9,448","25,893",203,845,0,"13,751","1,835",41.128,-74.663
2023,Union County,"206,095","4,423",176,"22,249","6,573","1,800",470,909,"169,495",0,40.659,-74.31
2023,Warren County,"45,263","2,137",38,"5,989","11,283",147,692,87,"24,232",658,40.847,-75
