OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,SHAPE_Length,SHAPE_Area
2766,3.40297E+11,1861,1463,78.61364858,1861,1723,138,7.41536808,535,17,3.17757009,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{35FF7F65-4A52-4378-81B2-FDEF5F1E1756},25948.88837,7599884.44
2767,3.40297E+11,1485,1202,80.94276094,1498,1442,56,3.73831776,302,9,2.98013245,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{5A0D68F4-887C-497E-9818-F30A112BD1E5},4182.420691,915020.8531
2768,3.40297E+11,2441,1460,59.81155264,2479,2460,19,0.76643808,407,18,4.42260442,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{D6A36D7B-BBD7-447A-8E5E-B0F4B74F17E8},28492.22709,30470423.09
2769,3.40297E+11,1475,1214,82.30508475,1475,1384,91,6.16949153,395,33,8.35443038,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{209B01A4-6AA7-4B8A-B343-D2B47E1E24C1},9648.44813,2129125.691
2770,3.40297E+11,2205,1740,78.91156463,2205,2171,34,1.54195011,364,0,0,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{B724E7ED-8D00-45D5-92B6-3C0EDC716D64},9063.431806,2560893.97
2771,3.40297E+11,3685,1338,36.30936228,3823,3403,420,10.98613654,625,0,0,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{22829A79-D4CE-414D-9323-E9E38FCA5F14},16190.54259,12337412.83
2772,3.40297E+11,6728,4100,60.93935791,6731,6220,511,7.59173971,1282,66,5.14820593,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{C44ACCFB-E416-4D2B-85B5-DBF0C1385E0D},29867.47542,29300600.58
2773,3.40297E+11,982,387,39.40936864,982,533,449,45.72301426,279,0,0,Low Income and Minority,Block group,3402934680,OCEAN,Jackson Twp,1512,Not a split block group,Not Applicable,{F18DB6BE-7507-47CB-8D59-71AE3FDEF090},26701.86414,37133156.98
2774,3.40297E+11,5713,2036,35.63801855,5843,4739,1104,18.89440356,1361,8,0.58780309,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{F959CF9E-F1E0-468C-BFC0-3CBCDE14F826},32587.9155,52629888.48
2775,3.40297E+11,2165,1252,57.82909931,2175,1922,253,11.63218391,651,18,2.76497696,Low Income,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{30ADFBE9-EBEE-49A3-93BC-1B8261E6F4F8},15826.46091,9056915.899
2776,3.40297E+11,2489,1966,78.9875452,2489,871,1618,65.00602652,597,56,9.38023451,Low Income and Minority,Block group,3402938550,OCEAN,Lakewood Twp,1515,Not a split block group,Not Applicable,{4B1343E3-80EC-44CE-9720-E6965842CBD0},13344.88096,8054884.911
2777,3.40297E+11,2012,789,39.21471173,2012,1757,255,12.67395626,452,11,2.43362832,Low Income,Block group,3402934680,OCEAN,Jackson Twp,1512,Not a split block group,Not Applicable,{D680652C-7D21-4B20-96B5-ADC5BCD29730},17731.41934,11507400.18
2778,3.40297E+11,1990,802,40.30150754,1990,1773,217,10.90452261,927,62,6.68824164,Low Income,Block group,3402943140,OCEAN,Manchester Twp,1519,Not a split block group,Not Applicable,{E142989E-CF46-410C-8207-F0C9882D8400},31805.02781,41073072.99
