OBJECTID,GEOID,POVUNIVERSE,POPUNDER2XPOV,LOW_INCOME_PCT,TOTALPOP,NONHISPWHITE,TOTALMINORITY,MINORITY_PCT,TOTHH,TOTLANGUAGEISO,PCTLINGUAGEISO,OVERBURDENED_COMMUNITY_CRITERI,BG_TRIBAL,GEOID_COUNTYSUBDIVISION,COUNTY,NAME,MUN_CODE,SPLIT_BG,SPLIT_MUN,GLOBALID,Shape__Area,Shape__Length
2391,340230050001,712,408,57.30337079,712,130,582,81.74157303,234,55,23.5042735,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,194ec292-6032-4ade-9976-18fec179e693,12734399.0455933,17322.7947819909
2392,340230046001,1585,1085,68.45425868,1585,125,1460,92.11356467,614,100,16.28664495,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,89105011-1c15-4222-aa50-9fe678a7affd,940368.277770996,4022.39045872996
2393,340230046003,1428,879,61.55462185,1428,300,1128,78.99159664,391,157,40.15345269,"Low Income, Minority, and Limited English",Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,2aace5c1-7a97-4a23-83b7-54b432192940,1300197.65841675,5225.32405640777
2394,340230047002,1491,328,21.99865862,1491,51,1440,96.57947686,516,122,23.64341085,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,9686fed5-4c92-46d0-b70d-a439f983a698,2649170.49069214,8228.01599724971
2395,340230047003,1504,770,51.19680851,1504,376,1128,75,578,134,23.183391,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,a479aacf-1d19-4be4-9e10-62af36f8292c,2658696.76345825,10181.5346402296
2396,340230048002,1274,541,42.46467818,1274,32,1242,97.48822606,414,207,50,"Low Income, Minority, and Limited English",Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,4ae03d04-f324-4633-a67f-4d3f2bb053a6,1342742.76983643,5661.78276289386
2397,340230049003,1984,758,38.20564516,1984,247,1737,87.55040323,665,201,30.22556391,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,8be551e4-2287-4b01-a8e9-f98b85e3cb72,4047686.72442627,12715.6410097917
2398,340230049002,671,326,48.58420268,701,14,687,98.00285307,247,138,55.87044534,"Low Income, Minority, and Limited English",Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,90304893-b43f-4368-a6ec-0ea798ec7c03,2142129.52044678,5888.90197442583
2399,340230050002,2254,490,21.73913043,2275,215,2060,90.54945055,660,231,35,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,4e9b441d-a513-450a-a468-788a017ba971,2323969.07141113,6539.89750032826
2400,340230050003,2520,1180,46.82539683,2520,93,2427,96.30952381,641,158,24.64898596,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,6a6d73c9-36bb-4cea-be1d-b96ff1d96b6f,3336010.58584595,8701.46377178068
2401,340230051003,1458,1093,74.96570645,2862,1694,1168,40.81062194,420,0,0,Low Income and Minority,Block group,3402351210,MIDDLESEX,New Brunswick City,1213,Not a split block group,Not Applicable,fabd8084-11f9-46c7-86b9-3dabd4ca31d2,3040097.12481689,7745.1248786507
2402,340230052002,1942,1586,81.66838311,1994,406,1588,79.63891675,497,140,28.16901408,Low Income and Minority,Block group,3402351210,MIDDLESEX,New Brunswick City,1213,Not a split block group,Not Applicable,7e814861-69cf-43e8-987e-6dec63c02215,1685756.48513794,5586.93882580834
2403,340230053001,1675,987,58.92537313,2395,641,1754,73.23590814,442,123,27.8280543,Low Income and Minority,Block group,3402351210,MIDDLESEX,New Brunswick City,1213,Not a split block group,Not Applicable,2d7494e8-d6d6-4dd6-a9b6-1e09d33ab978,2171435.11834717,9485.04144181247
2404,340230051002,791,360,45.51201011,2784,1892,892,32.04022989,427,16,3.7470726,Low Income,Block group,3402351210,MIDDLESEX,New Brunswick City,1213,Not a split block group,Not Applicable,377a2810-cfc7-4698-a5a2-9f75db3c5d7e,9229587.63812256,20102.954016044
